"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create a new order with payment method as upi and currency as USD with a long customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0093"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long customer ID"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0094"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0095"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0096"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a large total amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0097"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a large total amount"
"Create a new order with payment method as card and currency as INR with a null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": null, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0098"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment"
"Create a new order with payment method as upi and currency as USD with a short customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_1"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0099"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short customer ID"
"Create a new order with payment method as card and currency as INR with a null customer","Create_Customer_Order","/v1/orders","POST","{""customer_id"": null, ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0100"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null customer"
"Create a new order with payment method as upi and currency as USD with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""line2"": ""Address 2"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0101"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long shipping address"
"Create a new order with payment method as card and currency as INR with a null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0102"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null items array"
"Create a new order with payment method as upi and currency as USD with a long payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi_upi_upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0103"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long payment method"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0104"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0105"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short shipping address"
"Create a new order with payment method as card and currency as INR with a large customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0106"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a large customer ID"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0107"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0108"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a long customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0109"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long customer ID"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0110"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0111"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0112"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a large total amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0113"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a large total amount"
"Create a new order with payment method as card and currency as INR with a null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": null, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0114"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment"
"Create a new order with payment method as upi and currency as USD with a short customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_1"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0115"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short customer ID"
"Create a new order with payment method as card and currency as INR with a null customer","Create_Customer_Order","/v1/orders","POST","{""customer_id"": null, ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0116"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null customer"
"Create a new order with payment method as upi and currency as USD with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""line2"": ""Address 2"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0117"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long shipping address"
"Create a new order with payment method as card and currency as INR with a null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0118"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null items array"
"Create a new order with payment method as upi and currency as USD with a long payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi_upi_upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0119"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long payment method"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0120"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0121"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short shipping address"
"Create a new order with payment method as card and currency as INR with a large customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0122"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a large customer ID"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0123"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0124"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a long customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0125"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long customer ID"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0126"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0127"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short payment method"
"Create a new order with payment method as card and currency as INR with a null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": null}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0128"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null shipping address"
"Create a new order with payment method as upi and currency as USD with a large total amount","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0129"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a large total amount"
"Create a new order with payment method as card and currency as INR with a null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": null, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0130"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment"
"Create a new order with payment method as upi and currency as USD with a short customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_1"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0131"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short customer ID"
"Create a new order with payment method as card and currency as INR with a null customer","Create_Customer_Order","/v1/orders","POST","{""customer_id"": null, ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0132"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null customer"
"Create a new order with payment method as upi and currency as USD with a long shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""line2"": ""Address 2"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0133"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long shipping address"
"Create a new order with payment method as card and currency as INR with a null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0134"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null items array"
"Create a new order with payment method as upi and currency as USD with a long payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi_upi_upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0135"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a long payment method"
"Create a new order with payment method as card and currency as INR with a null payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": null, ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0136"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a null payment method"
"Create a new order with payment method as upi and currency as USD with a short shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ"", ""quantity"": 1}], ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}, ""shipping_address"": {""city"": ""Delhi"", ""line1"": ""45 MG Road"", ""state"": ""DL"", ""country"": ""IN"", ""postal_code"": ""110001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0137"", ""total_amount"": 799, ""currency"": ""USD"", ""estimated_delivery"": ""2025-12-06""}}","valid","boundary","Order creation with a short shipping address"
"Create a new order with payment method as card and currency as INR with a large customer ID","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123456789"", ""items"": [{""product_id"": ""prod_ABC"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""city"": ""Mumbai"", ""line1"": ""12 Park Lane"", ""state"": ""MH"", ""country"": ""IN"", ""postal_code"": ""400001""}}","{""status"": ""success"", ""data"": {""order_id"": ""ord_20251129_0138"", ""total_amount"": 1998, ""currency"": ""INR"", ""estimated_delivery"": ""2025-12-04""}}","valid","boundary","Order creation with a large customer ID"
